concepts,abnormal_stratified,model_pred
"[{'name': 'atelectasis_right_lower_lobe', 'description': 'Significant right lower lobe atelectasis with volume loss, collapse of lung tissue, concave contour, and increased density in the affected region.'}, {'name': 'pleural_effusion_right', 'description': 'Moderate right pleural effusion with well-defined, ill-defined, or blunted costophrenic angle, homogeneous consistency, and involvement of the posterior segment of the right hemithorax.'}, {'name': 'possible_obstruction', 'description': 'Possible etiology related to bronchial compromise or mechanical compression, or secondary to post-procedural or infectious process, based on the findings of atelectasis and pleural effusion.'}, {'name': 'clinical_significance', 'description': 'Warrants further clinical evaluation, including clinical history, laboratory studies, and possibly CT imaging for more detailed assessment due to the combination of atelectasis and pleural effusion.'}]",False,0.5218746837568092
"[{'name': 'atelectasis', 'description': 'Focal wedge-shaped opacity in the right lower lobe with loss of air bronchograms, indicating collapsed lung tissue'}, {'name': 'multifactorial_atelectasis_etiology', 'description': 'Potential mechanical compression from adjacent structures (e.g., pleural process, mass) or obstructive factors (e.g., bronchial obstruction, mucus plugging) contributing to atelectasis'}, {'name': 'follow_up_imaging_required', 'description': 'Recommendation for clinical evaluation and follow-up imaging to assess resolution or progression of atelectatic changes'}, {'name': 'normal_mediatinum_and_diaphragm', 'description': 'Mediastinum is midline, and diaphragm appears normal in contour and position'}, {'name': 'no_pleural_effusion_or_pneumothorax', 'description': 'No signs of pleural effusion, pneumothorax, or significant pulmonary consolidation'}]",False,0.0726463177741702
"[{'name': 'bilateral_pulmonary_opacities', 'description': 'Bilateral lung opacities in the lower lung zones, hazy and ill-defined, suggestive of interstitial infiltrates or parenchymal involvement'}, {'name': 'right_pleural_effusion', 'description': 'Moderate to large pleural effusion in the right hemithorax, homogeneous, extending into costophrenic angles, no loculation or complexity'}, {'name': 'left_pleural_effusion', 'description': 'Small localized pleural effusion in the left hemithorax, serous consistency, less voluminous compared to the right'}]",True,0.8153214097374354
"[{'name': 'right_lower_lobe_atelectasis', 'description': 'Moderate degree of right lower lobe atelectasis with volume loss, compression of lung tissue, concave contour, and loss of normal lung markings in the dependent region.'}, {'name': 'cardiac_enlargement', 'description': 'Enlarged left and right ventricular contours, suggesting cardiomegaly likely due to chronic volume overload or underlying cardiac pathology.'}, {'name': 'diaphragm_elevation', 'description': 'Slightly elevated diaphragm, secondary to atelectasis and cardiac enlargement.'}, {'name': 'no_pulmonary_embolism', 'description': 'No evidence of pulmonary embolism observed in the radiograph.'}, {'name': 'no_pleural_effusion', 'description': 'No evidence of pleural effusion detected in the radiograph.'}, {'name': 'obstructive_lung_disease', 'description': 'Suspected obstructive lung disease secondary to partial airway obstruction or adjacent structure compression, potentially exacerbating atelectasis.'}, {'name': 'chronic_respiratory_condition', 'description': 'Possible underlying chronic respiratory conditions or recent upper airway pathology contributing to atelectasis and cardiac dysfunction.'}]",False,0.2577163009416028
"[{'name': 'left_ventricular_enlargement', 'description': 'Left ventricular and left atrial enlargement with end-diastolic diameter exceeding the normal upper limit of 45 mm.'}, {'name': 'left_ventricular_end_diastolic_diameter', 'description': 'Left ventricular end-diastolic diameter of 58 mm, indicating significant left ventricular dilation.'}, {'name': 'mild_left_ventricular_systolic_dysfunction', 'description': 'Reduced left ventricular ejection fraction of 42% with mild systolic dysfunction.'}, {'name': 'mild_mitral_valve_posterior_leaflet_motion', 'description': 'Mild motion of the mitral valve posterior leaflet, potentially contributing to diastolic dysfunction.'}, {'name': 'diastolic_dysfunction', 'description': 'Diastolic dysfunction associated with mild mitral valve posterior leaflet motion.'}]",False,0.3472370348280134
"[{'name': 'diffuse_parenchymal_edema', 'description': 'Diffuse parenchymal edema with homogeneous increase in density, particularly in the peripheral zones, and ground-glass appearance on high-resolution CT.'}, {'name': 'perivascular_and_peribronchial_thickening', 'description': 'Perivascular and peribronchial thickening indicating inflammatory and vascular components of the edematous process.'}, {'name': 'mild_pleural_thickening', 'description': 'Mild pleural thickening with slight increase in pleural fluid suggesting a reactive response to underlying fluid accumulation.'}, {'name': 'gravity_dependent_fluid_shifts', 'description': 'Mildly pronounced edema in lower lobes consistent with gravity-dependent fluid shifts in the lungs.'}, {'name': 'subtle_blurring_of_lung_architecture', 'description': 'Subtle blurring of normal lung architecture, including loss of vascular definition, indicative of interstitial and alveolar edema.'}]",True,0.1071616976240736
"[{'name': 'pleural_effusion', 'description': 'Bilateral pleural effusion with right-sided predominance, characterized by increased density and blunting of the costophrenic angles.'}, {'name': 'costophrenic_angle_blunting', 'description': 'Blunting of the costophrenic angles on both hemithoraxes, indicating pleural fluid accumulation.'}, {'name': 'mediastinal_shift', 'description': 'Mild mediastinal shift due to left-sided pleural effusion and reduced lung volume.'}, {'name': 'reduced_lung_volume', 'description': 'Slight reduction in lung volume in the left hemithorax secondary to pleural effusion.'}, {'name': 'exudative_effusion', 'description': 'Exudative or transudative pleural effusion, supported by the absence of air bronchograms and normal pulmonary vasculature.'}]",False,0.6257952985572997
"[{'name': 'right_lower_lobe_atelectasis', 'description': 'Wedge-shaped opacity with loss of vascular markings and diminished bronchial airway visibility, indicating reduced lung volume on the right lateral aspect.'}, {'name': 'right_hemithorax_pleural_effusion', 'description': 'Well-defined, ill-defined, and moderately large pleural effusion with a meniscus-like appearance at the costophrenic angle, extending from the pleural surface to the diaphragm.'}, {'name': 'right_lung_volume_reduction', 'description': 'Prominent reduction in lung volume on the right lateral aspect, consistent with atelectasis and associated mediastinal shift.'}, {'name': 'mediastinal_shift', 'description': 'Shift of the mediastinum toward the right hemithorax due to atelectasis and pleural effusion, with no evidence of pulmonary consolidation or cardiac enlargement.'}]",False,0.5218746837568092
"[{'name': 'lobulated_opacity', 'description': 'Well-defined, lobulated, round opacity in the right upper lobe with subtle peripheral spiculation and ground-glass component'}, {'name': 'round_opaque_mass', 'description': 'Round lesion adjacent to the anterior segment of the right upper lobe'}, {'name': 'architectural_distortion', 'description': 'Subtle peripheral spiculation and ground-glass component suggesting possible architectural distortion'}, {'name': 'ground_glass_component', 'description': 'Slightly ground-glass component in the lesion'}, {'name': 'no_pleural_effusion', 'description': 'No evidence of pleural indentation or effusion'}, {'name': 'no_medial_shift', 'description': 'No mediastinal shift observed'}, {'name': 'intact_lung_parenchyma', 'description': 'Surrounding lung parenchyma appears to have preserved architecture'}, {'name': 'mild_contrast_enhancement', 'description': 'Mild enhancement on contrast-enhanced CT'}, {'name': 'no_nodal_enlargement', 'description': 'No associated nodal or hilar enlargement'}, {'name': 'no_systemic_symptoms', 'description': 'Absence of systemic symptoms or known risk factors'}]",False,0.0542829869402336
"[{'name': 'atelectasis_right_lower_lobe', 'description': 'Focal area of air trapping in the right lower lobe, suggesting atelectasis'}, {'name': 'pulmonary_edema', 'description': 'Diffuse increase in lung density with interstitial fluid accumulation, likely due to pulmonary edema'}, {'name': 'mediastinal_enlargement', 'description': 'Widened mediastinal contour and expansion of mediastinal structures'}, {'name': 'cardiomegaly', 'description': 'Enlarged cardiac silhouette and possible accumulation of fluid/soft tissue in the central chest cavity'}, {'name': 'enlarged_cardiac_silhouette', 'description': 'Enlarged cardiac silhouette indicating cardiomegaly'}, {'name': 'mediastinal_fluid_or_soft_tissue', 'description': 'Possible accumulation of fluid or soft tissue within the central chest cavity'}]",True,0.0961621362617081
