concepts,abnormal_stratified,model_pred
"[{'name': 'right_lower_lobe_atelectasis', 'description': 'Significant right lower lobe atelectasis with volume loss, collapse of lung tissue, concave contour, absence of air bronchograms, and increased density in the affected region.'}, {'name': 'right_pleural_effusion', 'description': 'Moderate right pleural effusion with a well-defined, ill-defined, or blunted costophrenic angle, homogeneous fluid extending to the posterior segment of the right hemithorax.'}]",False,0.5218746837568092
"[{'name': 'pulmonary_atelectasis', 'description': 'Focal pulmonary opacification in the right lower lobe with wedge-shaped opacity and air bronchograms, indicating atelectasis'}, {'name': 'no_pleural_effusion', 'description': 'No signs of pleural effusion observed'}, {'name': 'no_pneumothorax', 'description': 'No pneumothorax detected'}, {'name': 'no_significant_consolidation', 'description': 'No significant pulmonary consolidation found'}, {'name': 'multifactorial_causes', 'description': 'Underlying cause of atelectasis is likely multifactorial, possibly related to mechanical compression or obstructive factors'}, {'name': 'no_pneumonia', 'description': 'No evidence of pulmonary infection such as pneumonia or tuberculosis'}, {'name': 'mediastinum_midline', 'description': 'Mediastinum is midline'}, {'name': 'diaphragm_normal', 'description': 'Diaphragm appears normal in contour and position'}]",False,0.0726463177741702
"[{'name': 'pulmonary_opacities', 'description': 'Bilateral pulmonary opacities in the lower lung zones, hazy and ill-defined, consistent with interstitial infiltrates and possible parenchymal involvement.'}, {'name': 'pleural_effusion_right', 'description': 'Moderate to large pleural effusion in the right hemithorax, homogeneous and extending into the costophrenic angles, no loculation or complexity.'}, {'name': 'pleural_effusion_left', 'description': 'Small, localized pleural effusion in the left hemithorax, serous in consistency, less voluminous than the right.'}, {'name': 'systemic_illness_possible', 'description': 'Bilateral lung opacities and pleural effusion raise suspicion for systemic illness (e.g., pneumonia, pulmonary edema, malignancy), requiring further clinical correlation.'}]",True,0.8153214097374354
"[{'name': 'right_lower_lobe_atelectasis', 'description': 'Moderate degree of right lower lobe atelectasis with volume loss and compression of lung tissue, resulting in a concave contour and loss of normal lung markings in the dependent region.'}, {'name': 'cardiac_enlargement', 'description': 'Enlarged cardiac silhouette with increased left ventricular and right ventricular contours, suggesting cardiomegaly due to chronic volume overload or underlying cardiac pathology.'}, {'name': 'diaphragm_elevation', 'description': 'Slightly elevated diaphragm, likely a secondary finding related to the atelectasis and cardiac enlargement.'}, {'name': 'pulmonary_perfusion_impairment', 'description': 'Potential impairment of pulmonary perfusion due to cardiac enlargement and atelectasis, which may exacerbate the atelectatic process.'}]",False,0.2577163009416028
"[{'name': 'left_ventricular_dilation', 'description': 'Left ventricular end-diastolic diameter of 58 mm, exceeding the normal upper limit of 45 mm, indicating significant cardiac enlargement.'}, {'name': 'mild_systolic_dysfunction', 'description': 'Global left ventricular systolic function is mildly reduced with an ejection fraction of 42%, suggesting impaired contractility.'}, {'name': 'mitral_valve_posterior_leaflet_motion', 'description': 'Mild mitral valve posterior leaflet motion noted, which may contribute to diastolic dysfunction despite no valvular stenosis or regurgitation.'}]",False,0.3472370348280134
"[{'name': 'diffuse_parenchymal_edema', 'description': ""Diffuse parenchymal edema with homogeneous increase in density, particularly in the peripheral zones, and subtle blurring of the normal lung architecture, including loss of vascular definition and a 'ground-glass' appearance.""}, {'name': 'perivascular_thickening', 'description': 'Perivascular and peribronchial thickening indicating an inflammatory and vascular component of the edematous process.'}, {'name': 'pleural_thickening', 'description': 'Mild pleural thickening with a slight increase in pleural fluid, suggesting a reactive response to the underlying fluid accumulation.'}, {'name': 'lower_lobe_edema', 'description': 'Edema more pronounced in the lower lobes, likely reflecting gravity-dependent fluid shifts.'}]",True,0.1071616976240736
"[{'name': 'pleural_effusion', 'description': 'Bilateral pleural effusion with increased density and blunting of the costophrenic angles on both hemithoraxes. Right side has a well-defined, homogeneous opacity extending from the lung base to the pleural surface, indicating a moderate volume of fluid. Left hemithorax shows a less extensive but measurable effusive pattern, causing mild mediastinal shift and slight reduction in lung volume.'}, {'name': 'mediastinal_shift', 'description': 'Mild mediastinal shift in the left hemithorax due to pleural effusion, contributing to decreased lung volume.'}, {'name': 'no_pneumothorax', 'description': 'No signs of pneumothorax or pneumomediastinum observed.'}, {'name': 'non_specific_effusion', 'description': 'Non-specific pleural fluid accumulation likely secondary to cardiac dysfunction, infection, malignancy, or post-procedural etiology. Further evaluation is recommended for etiology determination.'}]",False,0.6257952985572997
"[{'name': 'right_lower_lobe_atelectasis', 'description': 'Bilateral pulmonary opacification with prominent reduction in lung volume on the right lateral aspect, consistent with right lower lobe atelectasis. The atelectatic region shows loss of vascular markings and diminished bronchial airway visibility.'}, {'name': 'right_pleural_effusion', 'description': 'Well-defined, ill-defined, and moderately large pleural effusion in the right hemithorax with a meniscus-like appearance at the costophrenic angle and blunting of the normally sharp pleural margins. The effusion extends from the pleural surface to the diaphragm.'}, {'name': 'left_hemithorax_normal', 'description': 'Left hemithorax shows normal lung expansion, clear vascular patterns, and intact pleural contour.'}, {'name': 'no_pulmonary_consolidation', 'description': 'No evidence of pulmonary consolidation.'}, {'name': 'no_pneumothorax', 'description': 'No evidence of pneumothorax.'}, {'name': 'no_cardiac_enlargement', 'description': 'No significant cardiac enlargement observed.'}]",False,0.5218746837568092
"[{'name': 'lobulated_opacity', 'description': 'Well-defined, lobulated, round opacity in the right upper lobe with subtle peripheral spiculation and ground-glass component'}, {'name': 'architectural_distortion', 'description': 'Subtle peripheral spiculation and ground-glass component suggesting architectural distortion and early fibrotic changes'}, {'name': 'contrast_enhancement', 'description': 'Mild contrast enhancement on contrast-enhanced CT indicating vascular or inflammatory origin'}, {'name': 'no_pleural_indentation', 'description': 'No evidence of pleural indentation, effusion, or mediastinal shift'}, {'name': 'preserved_parenchyma', 'description': 'Surrounding lung parenchyma with preserved architecture and no signs of consolidation, atelectasis, or bronchial wall thickening'}, {'name': 'no_nodal_enlargement', 'description': 'Absence of nodal or hilar enlargement, reducing likelihood of malignancy'}]",False,0.0542829869402336
"[{'name': 'pulmonary_atelectasis', 'description': 'Focal area of air trapping in the right lower lobe, consistent with atelectasis due to partial obstruction or compression'}, {'name': 'pulmonary_edema', 'description': 'Diffuse increase in lung density throughout both lung fields, suggesting interstitial fluid accumulation possibly due to cardiogenic or non-cardiogenic causes'}, {'name': 'cardiomegaly', 'description': 'Enlarged cardiac silhouette and mediastinal structure expansion, indicating increased cardiac size and possible fluid or soft tissue accumulation in the central chest cavity'}, {'name': 'enlarged_cardiomediastinum', 'description': 'Widened mediastinal contour with increased cardiac silhouette, raising concern for cardiac dysfunction, volume overload, or chronic congestion'}]",True,0.0961621362617081
